chrom	start	end	name	score	strand	Gene_id	Biotype	IP1	IN1	IP2	IN2	IP3	IN3
XVI	39225	39375	.	.	.	YPL266W	protein_coding	19	7	52	5	16	14
XVI	405475	406156	.	.	.	YPL081W	protein_coding	196	220	476	233	197	317
XVI	407074	407578	.	.	.	YPL079W	protein_coding	1235	1177	2542	1774	698	1668
XVI	407992	408719	.	.	.	YPL078C	protein_coding	120	97	314	172	80	77
XVI	432671	433426	.	.	.	YPL061W	protein_coding	106	52	212	26	155	188
XVI	433487	433638	.	.	.	YPL061W	protein_coding	21	47	60	26	52	51
XVI	433792	434033	.	.	.	YPL061W	protein_coding	58	118	141	74	86	105
XVI	464471	464847	.	.	.	YPL048W	protein_coding	75	111	189	64	99	91
XVI	465282	465694	.	.	.	YPL048W	protein_coding	66	78	165	75	125	100
XVI	481389	481903	.	.	.	YPL037C	protein_coding	754	392	1616	688	476	575
XVI	550562	551216	.	.	.	YPL004C	protein_coding	70	40	170	83	133	109
XVI	551279	551510	.	.	.	YPL004C	protein_coding	28	9	66	23	36	28
XVI	592192	593077	.	.	.	YPR016C	protein_coding	296	117	666	262	180	363
XVI	623742	624332	.	.	.	YPR028W	protein_coding	188	180	427	327	239	321
XVI	637955	638112	.	.	.	YPR033C	protein_coding	18	34	64	56	27	66
XVI	642229	642694	.	.	.	YPR035W	protein_coding	222	389	521	455	226	208
XVI	642987	643460	.	.	.	YPR035W	protein_coding	204	395	510	445	252	208
XVI	648742	649414	.	.	.	YPR041W	protein_coding	94	117	240	192	136	149
XVI	649534	650008	.	.	.	YPR041W	protein_coding	72	73	211	163	106	117
XVI	654560	654919	.	.	.	YPR043W	protein_coding	398	161	1190	87	376	770
XVI	654560	654919	.	.	.	YPR044C	protein_coding	398	161	1190	87	376	770
XVI	665579	665932	.	.	.	YPR052C	protein_coding	134	34	310	33	150	61
XVI	665579	665932	.	.	.	YPR053C	protein_coding	134	34	310	33	150	61
XVI	677251	678114	.	.	.	YPR062W	protein_coding	152	66	332	70	117	109
XVI	677251	678114	.	.	.	YPR063C	protein_coding	152	66	332	70	117	109
XVI	684494	685345	.	.	.	YPR069C	protein_coding	274	186	652	370	262	479
XVI	691742	692326	.	.	.	YPR072W	protein_coding	70	58	163	81	71	40
XVI	691742	692326	.	.	.	YPR073C	protein_coding	70	58	163	81	71	40
XVI	692720	693515	.	.	.	YPR074C	protein_coding	287	382	836	258	278	496
XVI	694117	694807	.	.	.	YPR074C	protein_coding	337	565	868	295	269	458
XVI	700677	701958	.	.	.	YPR080W	protein_coding	7555	16770	16546	17385	13427	20196
XVI	731164	731751	.	.	.	YPR102C	protein_coding	1145	710	2744	1295	684	1369
XVI	732429	732720	.	.	.	YPR103W	protein_coding	35	25	69	58	36	21
XVI	732808	733054	.	.	.	YPR103W	protein_coding	28	34	91	49	40	27
XVI	745674	746765	.	.	.	YPR110C	protein_coding	215	174	715	391	277	244
XVI	75607	75998	.	.	.	YPL249C-A	protein_coding	858	554	2295	823	716	583
XVI	75607	75998	.	.	.	YPL250W-A	protein_coding	858	554	2295	823	716	583
XVI	795349	795863	.	.	.	YPR132W	protein_coding	1683	898	3890	1617	888	1837
XVI	823962	824310	.	.	.	YPR145W	protein_coding	98	177	301	241	102	217
XVI	829918	830604	.	.	.	YPR149W	protein_coding	110	66	306	97	223	135
XVI	868567	868922	.	.	.	YPR163C	protein_coding	51	38	154	83	47	59
XVI	869306	869934	.	.	.	YPR163C	protein_coding	160	147	391	258	132	167
XVI	875217	876129	.	.	.	YPR165W	protein_coding	314	253	726	556	280	590
XVI	876265	876580	.	.	.	YPR166C	protein_coding	69	6	178	15	54	12
XVI	883450	883673	.	.	.	YPR169W-A	protein_coding	54	14	95	44	49	57
XVI	883450	883673	.	.	.	YPR170W-A	protein_coding	54	14	95	44	49	57
XVI	883450	883673	.	.	.	YPR170W-B	protein_coding	54	14	95	44	49	57
XVI	897198	897640	.	.	.	YPR181C	protein_coding	65	44	199	41	64	70
XVI	900865	901242	.	.	.	YPR183W	protein_coding	44	18	109	5	74	41
XVI	911378	911861	.	.	.	YPR187W	protein_coding	93	57	210	77	65	47
XVI	98220	98563	.	.	.	YPL240C	protein_coding	55	66	145	106	53	94
XVI	99586	99795	.	.	.	YPL239W	protein_coding	24	14	70	20	25	18
